n_policy,pack_PPO_LunarLanderContinuous1_500,pack_PPO_LunarLanderContinuous1_250,pack_PPO_LunarLanderContinuous1_100,pack_PPO_LunarLanderContinuous1_50,pack_PPO_LunarLanderContinuous1_25,pack_PPO_LunarLanderContinuous1_5,pack_PPO_LunarLanderContinuous3_500,pack_PPO_LunarLanderContinuous3_250,pack_PPO_LunarLanderContinuous3_100,pack_PPO_LunarLanderContinuous3_50,pack_PPO_LunarLanderContinuous3_25,pack_PPO_LunarLanderContinuous3_5,pack_PPO_LunarLanderContinuous4_500,pack_PPO_LunarLanderContinuous4_250,pack_PPO_LunarLanderContinuous4_100,pack_PPO_LunarLanderContinuous4_50,pack_PPO_LunarLanderContinuous4_25,pack_PPO_LunarLanderContinuous4_5,pack_PPO_LunarLanderContinuous5_500,pack_PPO_LunarLanderContinuous5_250,pack_PPO_LunarLanderContinuous5_100,pack_PPO_LunarLanderContinuous5_50,pack_PPO_LunarLanderContinuous5_25,pack_PPO_LunarLanderContinuous5_5,pack_PPO_LunarLanderContinuous6_500,pack_PPO_LunarLanderContinuous6_250,pack_PPO_LunarLanderContinuous6_100,pack_PPO_LunarLanderContinuous6_50,pack_PPO_LunarLanderContinuous6_25,pack_PPO_LunarLanderContinuous6_5,pack_PPO_LunarLanderContinuous7_500,pack_PPO_LunarLanderContinuous7_250,pack_PPO_LunarLanderContinuous7_100,pack_PPO_LunarLanderContinuous7_50,pack_PPO_LunarLanderContinuous7_25,pack_PPO_LunarLanderContinuous7_5,pack_PPO_LunarLanderContinuous8_500,pack_PPO_LunarLanderContinuous8_250,pack_PPO_LunarLanderContinuous8_100,pack_PPO_LunarLanderContinuous8_50,pack_PPO_LunarLanderContinuous8_25,pack_PPO_LunarLanderContinuous8_5,pack_PPO_LunarLanderContinuous9_500,pack_PPO_LunarLanderContinuous9_250,pack_PPO_LunarLanderContinuous9_100,pack_PPO_LunarLanderContinuous9_50,pack_PPO_LunarLanderContinuous9_25,pack_PPO_LunarLanderContinuous9_5,pack_PPO_LunarLanderContinuous10_500,pack_PPO_LunarLanderContinuous10_250,pack_PPO_LunarLanderContinuous10_100,pack_PPO_LunarLanderContinuous10_50,pack_PPO_LunarLanderContinuous10_25,pack_PPO_LunarLanderContinuous10_5,pack_PPO_LunarLanderContinuous11_500,pack_PPO_LunarLanderContinuous11_250,pack_PPO_LunarLanderContinuous11_100,pack_PPO_LunarLanderContinuous11_50,pack_PPO_LunarLanderContinuous11_25,pack_PPO_LunarLanderContinuous11_5,pack_PPO_LunarLanderContinuous12_500,pack_PPO_LunarLanderContinuous12_250,pack_PPO_LunarLanderContinuous12_100,pack_PPO_LunarLanderContinuous12_50,pack_PPO_LunarLanderContinuous12_25,pack_PPO_LunarLanderContinuous12_5,pack_PPO_LunarLanderContinuous13_500,pack_PPO_LunarLanderContinuous13_250,pack_PPO_LunarLanderContinuous13_100,pack_PPO_LunarLanderContinuous13_50,pack_PPO_LunarLanderContinuous13_25,pack_PPO_LunarLanderContinuous13_5,pack_PPO_LunarLanderContinuous14_500,pack_PPO_LunarLanderContinuous14_250,pack_PPO_LunarLanderContinuous14_100,pack_PPO_LunarLanderContinuous14_50,pack_PPO_LunarLanderContinuous14_25,pack_PPO_LunarLanderContinuous14_5,pack_PPO_LunarLanderContinuous15_500,pack_PPO_LunarLanderContinuous15_250,pack_PPO_LunarLanderContinuous15_100,pack_PPO_LunarLanderContinuous15_50,pack_PPO_LunarLanderContinuous15_25,pack_PPO_LunarLanderContinuous15_5,pack_PPO_LunarLanderContinuous16_500,pack_PPO_LunarLanderContinuous16_250,pack_PPO_LunarLanderContinuous16_100,pack_PPO_LunarLanderContinuous16_50,pack_PPO_LunarLanderContinuous16_25,pack_PPO_LunarLanderContinuous16_5,pack_PPO_LunarLanderContinuous17_500,pack_PPO_LunarLanderContinuous17_250,pack_PPO_LunarLanderContinuous17_100,pack_PPO_LunarLanderContinuous17_50,pack_PPO_LunarLanderContinuous17_25,pack_PPO_LunarLanderContinuous17_5,pack_PPO_LunarLanderContinuous18_500,pack_PPO_LunarLanderContinuous18_250,pack_PPO_LunarLanderContinuous18_100,pack_PPO_LunarLanderContinuous18_50,pack_PPO_LunarLanderContinuous18_25,pack_PPO_LunarLanderContinuous18_5,pack_PPO_LunarLanderContinuous19_500,pack_PPO_LunarLanderContinuous19_250,pack_PPO_LunarLanderContinuous19_100,pack_PPO_LunarLanderContinuous19_50,pack_PPO_LunarLanderContinuous19_25,pack_PPO_LunarLanderContinuous19_5,pack_PPO_LunarLanderContinuous20_500,pack_PPO_LunarLanderContinuous20_250,pack_PPO_LunarLanderContinuous20_100,pack_PPO_LunarLanderContinuous20_50,pack_PPO_LunarLanderContinuous20_25,pack_PPO_LunarLanderContinuous20_5,pack_PPO_LunarLanderContinuous21_500,pack_PPO_LunarLanderContinuous21_250,pack_PPO_LunarLanderContinuous21_100,pack_PPO_LunarLanderContinuous21_50,pack_PPO_LunarLanderContinuous21_25,pack_PPO_LunarLanderContinuous21_5
31,38.426311350388985,75.46389536432987,95.67131973798531,100.278384422136,111.43551096433656,127.71327163460371,51.02083223759942,91.54099881227734,102.17890864958204,110.91509893026434,117.0943673465092,134.49519204719218,56.67424301942442,98.47392511796636,114.4446514567603,115.3165498838555,120.97734377356076,142.82357442959037,36.64692053434221,75.09214888533829,96.0584333254576,101.25208773102928,104.13800249353042,107.18957089918467,28.86970264355805,45.61455169550696,72.26087433762146,76.04598058928495,77.19023437230484,99.40735198865876,45.49429951203863,79.77446523486763,105.83758772097364,117.11316102264556,118.74496110630383,137.78144496551104,67.39699978251805,104.96429711995722,121.0758366758886,124.14201166034444,131.76922894979418,164.48428368998393,41.89080872730601,77.56605852847142,94.58495933393812,111.26869947907473,123.85345465011022,138.31013424391276,71.46021405056835,115.56379178751293,134.49574574479283,139.83866248536668,145.34582522893885,149.61718193040142,55.08858180368982,91.25055980383996,120.25206812123018,124.41389579100044,132.1361534199476,138.5291721602549,63.625289842106966,98.8633287483412,118.09417031363456,122.60461746840453,125.10952843913464,157.66237596330467,29.328155930679724,61.15424649988028,94.57755634253884,100.65292221624702,113.97599527864674,123.41625873752491,49.41788957460536,83.29443379462062,99.8742287233879,102.56475438083928,124.02539766389992,130.49024441375224,41.891186278116685,80.71340731091301,101.31850919040426,105.6792434930664,107.274939798833,111.38331547808777,66.76978693500638,99.0410467562208,118.6816719749827,125.9841695061065,132.8166227027116,134.55231069661824,26.712804991281555,55.22948682062013,89.33041561531128,94.08668172838604,106.48716569797377,119.433235193331,30.37107847438644,69.21942267390268,86.88438185433493,88.81044294450174,95.16406963283596,109.65886873013804,12.648919780104825,40.918510520055385,71.27706726874922,80.36720221642662,78.78630863777012,88.32585426360893,74.48224695515889,115.97262026077844,133.82104375885848,139.624698656547,145.90811185865743,157.93649965046788,54.74788553767426,72.36326446954449,75.31521391603371,81.4730448429739,85.2968698497652,112.8847255617773
32,42.46995465265275,79.60915307576568,98.79207155459451,102.84039017001604,112.11216563807888,127.71327163460371,55.822165090415,97.74541724556566,111.32853106504638,122.40928414522013,135.58227438112834,134.49519204719218,61.18281802370552,102.65277195200336,114.54515293254184,120.3425802532668,120.97734377356076,142.82357442959037,41.24527172159471,79.86055697872845,100.66499456868628,107.36790148058626,109.01416559468588,118.16629659952014,31.155552519478228,48.09034696020007,73.14358841968736,76.04598058928495,77.19023437230484,99.40735198865876,49.78320126807982,85.70947708827805,111.4072239364678,117.11316102264556,118.74496110630383,137.78144496551104,71.4829090968694,107.06220763857954,121.64712839919052,124.14201166034444,131.76922894979418,164.48428368998393,46.391274517737706,82.00718995929623,104.00404232311548,114.81585453352878,124.32541587686372,138.31013424391276,76.3180594938817,120.543033870872,138.05881598940735,145.8217647937115,145.34582522893885,149.61718193040142,59.73878833101056,98.50770359218048,122.0848669983806,130.19306522282906,133.44301175527485,159.17510381160247,68.05837025526958,104.60011893927496,123.69891026717654,125.24379363659268,137.23181595991045,157.66237596330467,33.47650231826944,66.11869660570714,94.57755634253884,102.89207112578144,113.97599527864674,123.41625873752491,54.25499977942935,88.11569840721987,104.80432468610024,113.47876677182794,124.02539766389992,130.49024441375224,45.74862461631051,87.3199448703128,106.256054902564,106.70659428316544,122.8893793236422,130.12883790022678,70.50043145603738,103.26823019516308,123.5758476218138,131.64435553589306,132.8166227027116,148.68563263282266,30.02287200457218,59.72654319572424,92.84544750288936,95.89837021632484,106.48716569797377,119.433235193331,33.446965646515025,74.02974908259354,88.09072720411774,94.43444808769765,101.38568353223776,109.65886873013804,16.646218091099122,47.108291000332365,77.98795944377554,87.41956901564204,96.35461658117109,99.7934534246684,80.63384305717881,118.89265986708152,137.6333668575352,140.10415009491956,145.90811185865743,157.93649965046788,57.8426308836775,75.62629092383754,80.33110482589905,87.7018840607882,85.2968698497652,112.8847255617773
33,46.52509241984111,86.6545563135616,105.54169801839409,113.19216275458253,119.61709785054408,127.71327163460371,61.63340693064698,102.52829595177552,119.06447563990528,129.9739130653444,137.89696195208953,134.49519204719218,66.4132012390307,107.58202086626994,115.4636617882728,120.3425802532668,122.8166482197013,142.82357442959037,45.4353247384874,83.93441614944217,105.80255640555748,113.48053044842229,122.25688888654112,128.14388738973904,33.20194615212239,53.96269628493442,73.89469735059843,76.04598058928495,77.19023437230484,99.40735198865876,54.01150991466345,90.08641882125424,112.4226144820877,117.11316102264556,118.86826763262958,137.78144496551104,75.55811282518536,110.707651372644,125.4996486795236,129.2697090788228,134.39980017069524,164.48428368998393,51.32398807718336,87.06207291213988,110.50184242057122,121.43950842572043,124.32541587686372,138.31013424391276,80.70087023679488,124.03022414196042,139.22004334938495,145.8217647937115,145.34582522893885,149.61718193040142,64.23894512540915,104.7340094378102,123.34829324466752,130.19306522282906,133.44301175527485,159.17510381160247,72.00838970776847,108.66018601614188,124.31658533248095,136.88757359572745,140.90886686571713,157.66237596330467,38.15245373392735,73.64116652900391,99.9975448291401,108.20077239261136,121.29961807354,134.57521641305647,57.91678408496843,93.33315805723076,106.33724602417138,113.47876677182794,124.02539766389992,138.47526986779812,50.38244108342843,92.07941130954784,106.86114962077012,116.50254457965757,122.8893793236422,130.12883790022678,74.13838067875871,106.88207386751596,128.84471341889753,132.7704601659838,137.88698003956924,148.68563263282266,33.364055681363595,63.716772910916994,94.49433425266146,95.89837021632484,106.48716569797377,119.433235193331,38.58668711988423,79.51678506986835,94.74156934468816,109.4689470638502,115.72229798581948,113.05787211809074,20.89171363771792,54.81932589248339,84.49691087975673,101.5727299318158,111.41148139556256,115.25503152410892,85.75458496804806,123.14116764883056,142.88000744063748,146.2661740855827,145.90811185865743,161.98393599401462,60.96798159090318,78.20932393456026,85.9863330449257,90.00991047497095,96.72203845757714,112.8847255617773
34,50.80323866222121,90.92531551376754,106.9702587130686,113.99829913624411,119.61709785054408,127.71327163460371,65.14002271058149,103.73216097412524,119.06447563990528,129.9739130653444,137.89696195208953,134.49519204719218,70.31946854913042,109.7198730252844,116.8105073544696,120.3425802532668,122.8166482197013,142.82357442959037,48.75562997765452,87.55491223816372,106.79500409473847,113.48053044842229,122.25688888654112,128.14388738973904,37.15674663827877,58.8668279195904,78.70577637147326,79.87207083220353,92.4546347302434,99.40735198865876,59.09825543835906,97.3406469315368,116.58818627969804,121.61825746087008,125.58154087800008,137.78144496551104,80.23157181890046,116.239404221893,125.54170336767004,131.9246595140057,134.39980017069524,164.48428368998393,55.3670235124286,90.02364523709109,115.49701746701191,121.43950842572043,124.32541587686372,138.31013424391276,84.89425113094417,125.49266877354496,142.87235472118104,145.8217647937115,145.34582522893885,149.61718193040142,69.3635687049111,110.80964397188325,125.47862918596736,130.19306522282906,133.44301175527485,159.17510381160247,76.01230588091559,113.32527535361888,127.6419692130381,136.88757359572745,140.90886686571713,157.66237596330467,43.17293776732244,80.13656261794388,103.99566849340454,108.49504619448224,121.29961807354,134.57521641305647,61.88648715401926,98.3484516939728,116.4825532554583,122.38789992526256,129.37129828914345,138.47526986779812,53.86423817631046,94.15011394497016,108.41763470724332,116.50254457965757,122.8893793236422,139.626620738809,78.58909546749473,110.02659803664363,130.81095489811472,136.2689925756901,139.63577837509743,148.68563263282266,37.67230360626312,69.1046684818476,94.49433425266146,95.89837021632484,106.48716569797377,119.433235193331,41.48403881980556,82.50813128591908,97.3967473115751,109.4689470638502,115.72229798581948,113.05787211809074,25.30734764660733,63.65703485301999,93.17995823689108,105.9927142573556,111.41148139556256,115.25503152410892,90.21894149927805,125.60219441120245,144.61834415358274,146.2661740855827,149.31306887397972,161.98393599401462,64.44680439642492,80.91628359051066,91.36027919889682,96.90992595230648,100.62923554780608,112.8847255617773
35,54.86519575747005,95.05595416278112,109.91834434227124,116.6491163500048,119.61709785054408,127.71327163460371,70.58193782679842,106.98924739326684,119.06447563990528,129.9739130653444,137.89696195208953,134.49519204719218,74.20071366426392,112.80114954049888,118.86595410525246,120.3425802532668,122.8166482197013,142.82357442959037,52.96541314060957,90.94041000773662,106.79500409473847,113.48053044842229,122.25688888654112,128.14388738973904,40.4766469637244,62.82015294280042,79.51641130193075,86.60131904126058,92.4546347302434,99.40735198865876,63.34406329245242,101.59254045261456,121.34023049673138,128.19659482796445,133.9232492334103,151.52649940689807,83.97422267905488,118.69899587332742,126.87576934830366,132.55786017475822,134.39980017069524,164.48428368998393,59.89563441870381,94.96625932312988,121.76964381306878,124.13607002538136,132.6421429827447,138.31013424391276,89.99437710307555,128.03162120561913,145.29364117618118,145.8217647937115,154.5741378448604,152.4455648377766,73.45690121413807,116.20134934628535,128.68251458099306,130.19306522282906,133.44301175527485,159.17510381160247,79.88181892685209,117.9883779052956,129.52505775601878,136.88757359572745,140.90886686571713,157.66237596330467,48.41852310482111,86.71808853268334,109.44356479697257,113.15028677905347,121.29961807354,134.57521641305647,65.8425484428428,100.78873963410297,118.04287673901494,124.29838599574208,129.37129828914345,138.47526986779812,56.66116597717042,96.72253038734044,108.41763470724332,116.50254457965757,122.8893793236422,139.626620738809,82.3604164569227,111.99318090887866,133.5840512782446,136.68982409558356,139.63577837509743,148.68563263282266,41.07205399712381,73.50362249318593,94.49433425266146,95.89837021632484,106.48716569797377,119.433235193331,46.12374945882746,86.68649130793058,103.55018515520212,112.42799730011193,115.72229798581948,128.98138484238297,29.926602624039777,69.10049285740759,99.74910737551616,110.35582638197134,115.3909925151199,115.25503152410892,94.5697953986908,129.420971145052,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,67.15228182821139,83.3386261292123,93.94221824257572,100.75951585186802,100.62923554780608,112.8847255617773
36,59.15470842042641,99.69284619572495,113.80537549040042,116.6491163500048,119.61709785054408,127.71327163460371,76.06768422272079,109.16764832482444,121.48195185812,129.9739130653444,137.89696195208953,144.15414901677286,77.6686133881153,114.73238734195536,118.86595410525246,120.3425802532668,122.8166482197013,142.82357442959037,57.10212021284227,94.03096196375022,106.79500409473847,113.48053044842229,122.25688888654112,128.9004261738155,43.10511704804424,65.53849835608752,81.60230100086606,89.82257765503753,92.4546347302434,99.40735198865876,67.86542536773023,106.0167968645118,122.54210105728323,132.5441762005572,134.21406070404117,160.66418696872717,87.88047062230416,122.14005792397984,129.68736375863523,132.55786017475822,134.39980017069524,164.48428368998393,64.14246086899175,98.6408662312296,122.7614342836764,124.13607002538136,132.6421429827447,146.17902999132565,94.41202889477704,130.27497967082903,145.29364117618118,149.18747646526242,154.5741378448604,152.4455648377766,77.9830526263378,119.71714177040958,129.77842019153258,131.32355365820555,136.40117441481692,159.17510381160247,84.56149795333846,120.5897132333501,133.0646849860099,136.88757359572745,140.90886686571713,157.66237596330467,52.690070839343,93.10321294129142,113.17506155821368,117.6825349626886,132.01964345446487,137.9176885703986,70.90589112410134,105.4215135853095,123.02449913909376,134.2285100360918,135.3072420957409,154.86246589382935,61.13296953938165,100.45147573789691,111.09466619604358,116.50254457965757,122.8893793236422,139.626620738809,86.11711678037827,116.4390327109575,134.21730704826518,136.68982409558356,139.63577837509743,148.68563263282266,43.81840321809218,75.17774176645369,94.49433425266146,95.89837021632484,106.48716569797377,119.433235193331,50.35781451387789,89.75994619194539,105.6106561308372,112.42799730011193,115.72229798581948,128.98138484238297,34.17422569564251,75.06221771651953,105.0744269803214,110.35582638197134,115.3909925151199,115.25503152410892,97.9323269843125,131.8970978399482,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,71.70401517333704,88.11140931499551,104.162098285723,110.40274745307462,128.94277440324103,112.8847255617773
37,63.504673686779554,101.48494545249112,117.08685758786336,120.17541603948258,121.39624159048924,127.71327163460371,80.3204804333498,110.95865775143076,121.48195185812,129.9739130653444,137.89696195208953,144.15414901677286,81.1642479406022,115.03112432905708,118.86595410525246,120.3425802532668,122.8166482197013,142.82357442959037,61.33333854740798,96.73671190963694,108.12462093561288,113.48053044842229,122.25688888654112,128.9004261738155,45.70098708594154,70.47171709637591,84.67745605015826,89.89388906379456,92.4546347302434,99.40735198865876,72.05043585859687,112.97271095891244,128.1152968770673,134.58561345160467,134.21406070404117,160.66418696872717,91.70588704318467,124.67723231585596,134.5616135867016,136.89476828079594,143.49334053675216,164.48428368998393,68.05691197960107,101.18247838312676,122.7614342836764,125.6304964540567,132.6421429827447,146.17902999132565,99.43830868188574,134.3056548321596,145.46842624139953,149.18747646526242,154.5741378448604,152.4455648377766,81.50618243935497,122.00504728292113,131.93189332348888,135.9174851305881,136.40117441481692,159.17510381160247,88.74130100972468,122.29327297040716,133.0646849860099,136.88757359572745,140.90886686571713,157.66237596330467,57.88527449169272,96.32018627804068,116.52267245981336,123.92137499480182,132.01964345446487,137.9176885703986,74.81422851048823,110.59054277872764,127.97262584667357,134.2285100360918,141.12048576108347,154.86246589382935,65.56691626038781,102.79098543309256,112.50924238597702,116.50254457965757,122.8893793236422,139.626620738809,90.18880697888696,119.63879322089976,137.34701285684815,138.99603639081425,145.1411376053098,148.68563263282266,46.5670052243144,77.6206766349966,94.49433425266146,95.89837021632484,106.48716569797377,119.433235193331,53.806092323753454,94.26744853487466,105.78644626196456,112.42799730011193,115.72229798581948,128.98138484238297,38.43814129382379,82.28588504586288,107.90891275710555,110.35629269249335,115.3909925151199,115.25503152410892,103.01716366691969,134.5787499434469,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,74.61054525704442,90.98884939242566,108.95571060394396,119.82961434411212,128.94277440324103,112.8847255617773
38,68.29372355551091,105.49595186968378,120.77852125979854,125.03135956872576,128.36968225920663,131.057352151307,84.28089307223198,111.88285187842324,121.48195185812,129.9739130653444,137.89696195208953,144.15414901677286,84.6523412074333,116.4273987236946,120.11067333714408,120.3425802532668,122.8166482197013,142.82357442959037,65.68342096581164,99.89233565820352,108.12462093561288,113.48053044842229,122.25688888654112,128.9004261738155,48.87579327631615,75.34900902996444,89.63418242343458,92.48096090064304,95.90746797724888,111.1088925881675,76.2661582989984,116.00861712377632,133.4637567528675,136.87740855217456,140.29677527269948,160.66418696872717,95.76529215027742,126.61973088511108,137.4045648096285,139.1678186335761,143.49334053675216,164.48428368998393,72.42187885754075,103.7834199237586,122.7614342836764,125.6304964540567,132.6421429827447,146.17902999132565,103.74867856553156,136.992784976591,146.64758378688373,149.18747646526242,155.42173135677834,155.09206696173314,85.30616120284218,123.0752480099894,131.93189332348888,135.9174851305881,136.40117441481692,159.17510381160247,92.69770140539865,123.52621873922666,133.0646849860099,136.88757359572745,140.90886686571713,157.66237596330467,61.7407348899265,100.86993314184392,117.19193765537874,123.92137499480182,132.01964345446487,137.9176885703986,79.28188118120764,113.83715048151458,132.40927221484253,139.97945839846497,141.12048576108347,154.86246589382935,68.73147642441363,104.9338279015672,112.50924238597702,116.50254457965757,122.8893793236422,143.80831547651323,94.30838682353752,124.9604379171597,140.63781587533668,144.5858076550898,148.53194706650865,148.68563263282266,50.96062817648491,82.95299147443296,94.49433425266146,95.89837021632484,106.48716569797377,119.433235193331,57.66053988595613,95.44402988872524,106.20119636051771,112.42799730011193,115.72229798581948,128.98138484238297,42.50944279257204,85.270536748544,108.39096712326024,110.35629269249335,115.3909925151199,115.25503152410892,106.94591566978336,135.88328719954134,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,77.99464559082357,95.01162986630072,116.651846911445,122.16432809501974,128.94277440324103,125.07670554357465
39,72.1879901434842,106.9321478674872,120.77852125979854,125.03135956872576,128.36968225920663,131.057352151307,88.54358877938155,112.06461306146436,121.48195185812,129.9739130653444,137.89696195208953,144.15414901677286,88.7898679484779,116.92274960476573,120.11067333714408,120.3425802532668,122.8166482197013,142.82357442959037,70.35876134908928,104.73011059060684,111.15740093646302,116.4194877818488,123.78500222036142,147.30391018505543,51.85993307200984,80.55742578357597,94.18024444859572,100.22770171799974,108.8821796760129,111.1088925881675,80.48589421427012,120.03795409600384,137.69196186028057,142.510215465678,141.2203749889955,160.66418696872717,100.23375825975626,129.44772592149633,139.1463549480983,149.72562073625136,154.8427848827276,164.84733623226785,76.61079726318927,107.44428772727868,124.28053492552657,125.6304964540567,132.6421429827447,146.17902999132565,108.03145092863886,139.49411289455702,147.03846330394393,149.18747646526242,155.42173135677834,155.09206696173314,88.46230190264656,125.24808177729466,131.93189332348888,135.9174851305881,136.40117441481692,159.17510381160247,96.57980084830044,125.36895539720088,133.0646849860099,136.88757359572745,140.90886686571713,157.66237596330467,65.9206270533999,104.9472140715573,118.82872188996662,123.92137499480182,132.01964345446487,137.9176885703986,83.5513876659669,117.20956912130588,137.63502832995536,141.46257572876596,144.67525362230197,154.86246589382935,72.33777290878982,107.36901578292373,113.54705688796406,116.50254457965757,122.8893793236422,143.80831547651323,98.51617189739952,127.57666430261249,141.3422880122532,147.0204220939599,148.53194706650865,148.68563263282266,53.89768578768536,88.25450104144416,94.49433425266146,96.221591427723,106.48716569797377,119.433235193331,61.95335523434112,97.73193876471684,106.20119636051771,112.42799730011193,115.72229798581948,128.98138484238297,47.13449338795133,89.69895412339756,108.55518759574912,110.35629269249335,115.3909925151199,132.0331417397305,111.1989223241848,137.44642969058972,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,81.50266345055144,100.20172742378836,121.96322219159666,126.47557447840262,131.82194324133144,125.07670554357465
40,76.96971979420614,110.47235495106068,123.79308627484468,127.41845455411378,131.7457250949799,136.50610837543354,91.85822158369167,115.094961519299,121.48195185812,129.9739130653444,137.89696195208953,144.15414901677286,93.3490192733575,117.7206316951353,120.11067333714408,122.00436719219071,125.02360659120356,142.82357442959037,75.17160609322103,108.89224896946462,120.11072257033976,131.14463779130284,145.31420158346765,147.30391018505543,54.46237440576835,83.71668656514336,97.24375256677926,104.59361606976395,108.8821796760129,128.78048478504496,85.31682174785446,121.45941553146125,137.69196186028057,142.510215465678,141.2203749889955,160.66418696872717,103.64641404250447,131.254431929698,143.21297457719945,149.72562073625136,154.8427848827276,164.84733623226785,80.7806168694794,112.98081451802597,126.1769919244793,125.6304964540567,136.07139503482009,146.17902999132565,112.09045637599702,139.49411289455702,147.03846330394393,149.18747646526242,155.42173135677834,155.09206696173314,92.67277946951556,126.38211578180074,132.8224214567226,135.9174851305881,136.79467952080032,159.17510381160247,100.3514384636158,126.1492641512208,133.0646849860099,136.88757359572745,140.90886686571713,157.66237596330467,70.31018243565963,109.85827136765404,127.24999538342226,130.5786157720427,138.2579004703441,137.9176885703986,87.70119999349602,120.62205658899376,138.27438719910717,144.62098863748963,145.4414952230196,154.86246589382935,76.61034832228549,110.01317527316392,117.10142786740944,121.45588813269316,123.60122549541671,143.80831547651323,102.47610589293691,131.2780291367637,141.54735731516251,147.0204220939599,148.53194706650865,148.68563263282266,58.297323510975694,89.72354079736098,94.49433425266146,102.80698546961416,106.48716569797377,119.433235193331,66.34248812977954,97.73193876471684,106.20119636051771,112.42799730011193,115.72229798581948,128.98138484238297,51.35842670340708,92.25485630078232,108.55518759574912,110.35629269249335,115.3909925151199,132.0331417397305,114.44314892201618,137.92956926752692,144.9509804720076,148.7349344804452,149.31306887397972,161.98393599401462,84.11683873485033,103.89695556720132,124.64250460497196,126.47557447840262,131.82194324133144,125.07670554357465
